- 兄弟姐妹们 大家好 大家好
- This is 1984 Newspeak
- Yes, New Thought
- New Thought, New Thought
- 兄弟姐妹们 大家好
- 今天下午 今天7月4号下午
- 有我和小王子班农先生再次回到了GTV和大家直播
并且是唯一一个在前十里新的软件,
其他的所有的,其他九个所有软件都是已经推出来时间很长的一个软件。
然后他说,现在证明了我们整个盖特平台在市场上巨大的影响力,
和市场对我们强烈的需要,尤其是很多保守主义者,
他们在脸书这些平台把他们屏蔽了之后,
他们没有任何平台可去,所以他们必须也平常来到我们的盖特。
然后班农先生说,有非常多的人给他打电话,要求要投资盖特,
这其中包括家族基金,对冲基金,很多的这些基金,
之前都不理我们,现在都要打电话要投资盖特。
然后班农先生说,不好意思,都没有机会了。
然后班农先生说,最后就有三个事情,
第一个就是说,今天的盖特的上线成功证明了,
第一是整个盖特市场和用户对盖特巨大的需求,
第二个证明了CCP和科技巨头对我们的黑客证明了整个他们对我们的恐惧,
和对我们所宣扬的言论自由的恐惧,
第三个证明了盖特巨大的商业价值和未来的投资价值。
我主要是在这里作为一个互联网的提供者,
我特别想要说明盖特是一个很大的机会,
我特别兴奋,这队里面的Jason Miller和其他队伍都已经发布了。
让我们稍微退一步。
我被中国共产党迫害,我认为我是唯一的美国人被迫害。
四分钟,四分钟,在拜登总统,
在川普总统后四分钟,
在12月20日后四分钟,
在新的总统接任时,
麦克·蓬佩奥,马德·帕丹尔,
医生皮特·纳瓦尔,
和其他人一起,
被中国共产党迫害,
这意味着我没有任何与中国公司的关系,
我无法去中国的大陆,
这意味着我无法去香港,
这是我最喜欢的城市。
但是,我肯定是被迫害的。
但是,这是中国共产党,
这是一个传统的罪行。
我也是被迫害在Twitter上,
我被迫害在YouTube上,
我被迫害在Twitter上,
因为我批评了博士博士,
我批评了CCP病毒,
我批评了博士博士,
因为中国共产党迫害美国的缺乏追求,
还有因为我们在G-News和GTV上,
我们在Twitter上发布了,
习近平发布了,
亨特·拜登被迫害,
这就是为什么Twitter把我们迫害,
他们不想要美国人。
我被迫害在Twitter上,
因为他们不想被迫害,
因为他们不想被迫害,
我被迫害在YouTube上,
这怎么回事呢?
Rudy Giuliani上台,
他在说什么呢?
他们今天在亚利桑那里找到什么?
他说,亚利桑那里被迫害,
你们要找出这些谎言,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
人们都是成年人,
这是一个市场,
我喜欢这个标语,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
OPolve did not last but generally kicked off
on 1 July for the symmetry
with the CCPsι100th anniversary
but as anAmerican to open on July 4th
our independence day
this is like a second
independence day
for the American Lmbg
班农先生說 他在盖特上
你剛剛白衣著說
班农先生說 他在盖特上
主要是作為一個content provider
一个有影响力的这么一个人物
然后他说他非常非常高兴
非常激动能够来到这个GET的平台上
拜登先生说在这个1月20号
1月20号中午12点后
法定的拜登总统成为总统的四分钟之后
他 皮特纳尔罗先生
还有蓬佩奥先生
还有那个Pottinger先生
全部都被共产党那个这个制裁了
这也就是说他不能再踏入中国的这个国土一步
但他他最最担受的是
因为他不能再进入香港了
因为香港是拜登先生最爱的城市
然后他说
但是他非常荣幸能够被中国共产党给制裁
因为他认为这是一个巨大的荣耀
然后他说
他他他在推特上被永久的
这个这个被被永久的被推特踢出了
原因是什么呢
是因为他这个批评了福奇
还有这个FBI的这个局长雷
他在整个在中共病毒上
和对中共对美国的蓝金黄的计划上的不作为
所以因为因此他在推特上被被被这个永久永久踢出了
同时呢
他在这个YouTube油管上被永久推出了
永久踢出了
因为他这个揭露了这个在亚利亚
亚利桑那州
还有乔治亚州的整个这个选举的被操控的这个事情
和朱利亚尼先生一起
他们两个都在这些这个社交媒体上被永久的踢除了
所以说他他看到这些所有的这些科技巨头跟共产党在一起
把他们踢出之后
班农战斗史反而今天的这个规模是当时他被踢出这些平台规模的三倍之大
为什么呢
因为他说全世界所有的爱好自由爱好和平爱好言论自由的人都认识到了现在整个科技巨头
他们在言论言论管控方面的整个垄断
所以说这个盖特的这个平台是非常重要的
因为人们意识到这一点之后
他们都会来到盖特的这个平台之上
然后班农先生最后说说今天呢
是这个7月4号是美国的独立日
他认为今天不仅是美国独立日
由于盖特的发布呢
他更是美国老百姓的第二个独立日
因为今天证明了美国老百姓能够从科技巨头的这个这个这个言论管控中独立出来自由出来
我认为这个是一个很好的点子
就是我还想说一下Fox News的分析
当Fox News发布的时候
现在Fox News的价值是
我不知道
大概是35到40亿美元
50亿美元
这些价值都会改变
大概是亿万亿美元
当Fox News开始在90年代的时候
Roger Ailes去到Murdoch
在90年代
Cleaned in the blue jeans
对对对
这个事件
但是他去到Murdoch的时候
我认为这个是一个很简单的提议
CNN和MSNBC
和所有的新闻
没有任何人
有一个新闻频道
为了共产党
很简单
没有人想过这个
这就是为什么Fox News今天
在25到30年代
被电子新闻数量上升
从零到40到50亿美元
对吧
所以
购买资料是很简单的
在世界的一半
尤其是在欧洲
美国
巴西
加拿大
日本
澳大利亚
甚至说任何人
如果你只要
这只是一半
基本上
这只是一半
在世界第一
如果我们把货币
放在最高的地方
如果我们把货币
放在最高的地方
如果我们把货币
放在最高的地方
80%是在
发展国家
80%是在
80%是在
世界上的七成
是在世界上的七成
但
在北京的
市场
有七百五十万人
可能是
不喜欢
Facebook
Google
Twitter
这些
不喜欢
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
班农先生说 你看今天的福克斯新闻
它的估值大概在400到500亿美金
但是在90年代的时候
当福克斯新闻刚刚发家的时候
它的价值是零
但福克斯新闻为什么能发展到今天的福克斯新闻呢
是因为它当时90年代发家的时候
没有人为保守主义者
没有人为那些不能发声的人做一个平台
那么福克斯新闻就打造了这个平台
所以说现在福克斯新闻在有线有线新闻里面
这个排名都是遥遥领先的
那么班农先生说
你看盖特他的平台是非常大的
因为至少有世界上有一半的这些人
他们在今天是左派媒体
横行的今天这个世界
他们没有一个自己的平台
他们不可以自由的发声
那么这些人
班农先生说
在第一世界里
百分之八十的这个世界的GDP
都在这个已经发展的国家
发展中国家
不是发展国家里面
第一世界里面
大概这些人
大概班农先生估计一下
至少是7.5亿到10亿的人
就是这么一个市场
然后他说
现在就是说你要建立好一个
非常好的市场媒体
你需要强大的科技团队
编程团队
工程师团队
还有一个就是你需要非常多的资本
他说现在你去看一下
很多其他的这些
保守派主义者
右派主义者
他们所做的这些媒体平台
他们的第一资本不够
第二他们的科技
他们的技术非常落后
他说但是你看
盖特为什么这么厉害呢
因为很多人都今天跟我说
他盖特至少
比推特要强20%
无论是说他是
这个发文章能够发777字
还是说他发视频能够发10分钟
还是说他整个的流畅度
和他设计的这个现代度
都要强于推特
所以说这也是为什么
这么多人现在都要投资盖特
都要强着来加入盖特
就是因为盖特他不仅在资本
在科技上他
皮美甚至
领先于推特
他在资本上
更加是有超过推特
很多的投资者
大家都非常有兴趣
来投资盖特
他说未来他认为
盖特的市场是非常之大的
而盖特最大的市场之一
就是中国
所以他说也是为什么
中国共产党这么害怕
盖特这个平台
他说文贵先生
两年前说
告诉他一个事情
他说文贵先生两年前说
说社交媒体的力量
远远大于核武器
因为没有人会天天去用核武器
而社交媒体
每天都被有人使用
Miles告诉我
不不不
中国新年的节日被取消了
有个新的病毒
有个SARS病毒
出现了
但是我们在战术室
做的内容
令这个节目很大
说到病毒
从第一天开始
说到选举犯
从第一天开始
说到西边的攻击
从第一天开始
还有说到
核酸氫氮
氧氮
在世界上
得到最好的科学家
全部都被禁止了
这是禁止的言论
在我们之前说的
像是奥威利安
这是一个坏想法
在美国
在4月4日
在我们的父亲家庭庆祝
美国有很多企业
把钱给美国人
把钱给美国人
他们绝对禁止你
Getter的力量
就是
所有这些想法
现在可以在公开讨论中
讨论
发布新闻
发布讨论
没有人能阻止你
第一
第二
让我们回到福克斯模特
当福克斯在1990年代
发布新闻的市场
非常小
CNN的观众非常小
MSNBC并没有被创造
非常小
福克斯欢迎
发布新闻的市场
爆炸了
为什么
人们突然说
我明白他们在说什么
我同意
越来越多人观看
这就是为什么福克斯变得这么大
人们从未发布新闻
开始观看福克斯
Getter会变成一样
现在人们被惊讶
Twitter并不大
Twitter只有30万个活动用户
为什么
它们太狡猾
太贫困
人们知道
他们知道
他们知道什么
他们在CCP
CCP病毒
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
这是我的故事
记住
另外一件事
所有的商业媒体和技术媒体
在美国所有的
中国人
都被封锁了
好吗
技术媒体人员
会付费
他们会做宣传
所有的技术媒体
都会被封锁
所有的商业媒体
都会被封锁
他们会被骗
每两秒都会被骗
这都会发生
为什么
因为现在
我们少有一枪
在这个乌鸦座
但从内部看
記得,他們把特朗普關了
最強的位置在地上是美國總統
而我們在特朗普身上最強的一位是特朗普
他們把他關掉了,他就安靜了
這場比賽結束了
現在,你們不可能聽到Getter有什麼好聽的
除了在Getter和戰爭室之外
他們會說,不,是犯罪者,壞人,搭訕,壞事
但這代表他們害怕
這就是為什麼這場比賽的商業模式是完全不同的
因為Getter的觀眾會很驚訝
因為他們會說,我從來沒有用過它
但我看到這些東西,我想要參與
Getter的團隊正在向人們說
來吧,試試看,上船
你能拿到新的服務,你能拿到所有東西
這將會成為一場比賽
這將會成為一場比賽
這將不會成為Silicon Valley的技術領域
這就是Getter的力量
班農先生說他是做媒體的
然後他在戰鬥室做得這麼成功
他之前做媒體這麼成功,為什麼?
包括他講的這個關於病毒啊
關於槍力魁啊,所有的這些事情
為什麼他這個媒體做得這麼成功?
是因為他說的這些事情
是真正老百姓大家關注的事情
是事實,是最接地氣的事情
是能讓最多人,大家真正接受的這些事實
然後他說為什麼現在這些科技寡頭
他們這麼害怕Getter呢?
是因為他們意識到了
Getter一旦發展起來
它的未來,它的前景是不可估量的
它會在很短的時間內會超越推特
甚至幹掉推特
他說大家沒有意識到
推特其實它並不是那麼大的一個公司
推特它只有大概3000萬的活躍的用戶
那麼Getter未來潛在的用戶是
至少十幾億,甚至更多的
幾十億的潛在的用戶
因為大家在Getter的平台上
能夠真正的言論自由的去發表你所說的言論
可能在Getter上大家說的言論
你和我,或者他和他之間
可能大家都不互相同意
但是Getter這個平台
它永遠不會因為
我和你政治觀點而不同
而我就把你從我的這個平台上踢出去
像跟推特不一樣
推特和這些所有的科技寡頭
他們所創作的平台都是非常傲慢的
你只要你的政治思想
你和他們完全不統
不是完全統一的話
他們就立刻就把你踢出去了
所以說他對我們非常害怕
然後班農先生提到說
在未來你們會看到
就是CNN,推特所有的這些媒體
他們都會在不斷的攻擊Getter
他們會說
Getter這個平台好像充滿了色情
充滿了暴力
充滿了種族主義
為什麼他們會這麼說呢
是因為他們真正恐懼我們
他們害怕我們
他們才會這麼說的
馬來西亞說你這個口罩摘下來
我們不介意
太難受了
沒事
嘴蓋起泡了一會
如果你自己不害怕的話
你就可以摘下來
你怕我們倆
你不要擔心我們倆
你可以摘下來
太難受了
這太瘋狂了
太尷尬了
太瘋狂了
我要先來打電話
叫小王子要休息一下
我想問他一個問題
你們在這回答
現在班農先生
是他過去這麼年來
唯一的社交媒體
有自己的賬號了
唯一的
他沒有過推特賬號
史蒂芬·卡曼諾
從來沒有推特賬號
從來沒有
從來沒有個人賬號
和YouTube賬號
從來沒有Facebook賬號
從來沒有
這是第一次
使用史蒂芬·卡曼諾的個人賬號
昨天他加入了
可能是今天
他有了賬號
是史蒂芬·卡曼諾的個人賬號
所有人都告訴我多少人
你們知道多少人嗎
我真的很喜歡小粉絲
他不是小粉絲
是小粉絲
我喜歡小粉絲
這很棒
所以
班農先生
47萬
馬爾斯郭13萬
你是你的小兄弟
這是為什麼
我想讓你們知道
這是兄弟
這是
我們不是在談論你和我
好嗎
我們在談論什麼
以前
史蒂芬·卡曼諾的個人賬號
你看看
三年前
Twitter告訴我
他們收集了你的資料
你永遠不相信我100%
他們
在CCP裡面告訴我
史蒂芬·卡曼諾
甚至
你知不知道
訪問
傳播
因為他們收集了你的資料
是
全球
你的數字
是
他們不僅在美國
全球
在意大利
我告訴你
他們是
這是一個很大的點
下個星期
這太瘋狂了
是100萬
為什麼是300萬
我問了北京
他們說
每個地區
甚至史蒂芬·卡曼諾
都收集了你的資料
這是Getter的另一個能力
就是你無法收集暗影
任何方法
他們都嘗試去壓制
即使他們不把你扔掉
他們都做盡全力去壓制
特別是對CCP
和對大陸的大陸人
兄弟姐問問
你們明白
我剛才說班農
I am a不夠
I speak a moderate
Sorry
I am English
No
No
我要給大家講的是
班農近兩天
加入了我們的代表
班農從來沒有Twitter
有什麼賬號
就是將近5萬
我才1萬3
班農先生兩三年前
我告訴他
我說你所有在全球的演講
你的所有的數據
都會被傳染
他就半信半疑
因為我估計
我不知道什麼感覺
為什麼他有這意大利演講
我看著就是40幾萬
等我再回來
迅速間就成了10幾萬
我覺得不正常
我馬上問咱們三部隊哥們
我說班農為什麼
他講完以後
就算少了30萬的時候
只要他講發聲的平台
包括電視台
一定給他蓋他的書籍
為什麼
不僅是中國共產黨都這樣
連美國的這些極左的
還有所有的這些極左派
都要蓋掉他
我這就在那兒
拿著悶的
我有這麼瘋狂嗎
後來我發現
他這個戰鬥是直播
當他是6000多人
6000多人看的時候呢
我說正常
然後就變成1萬的時候
就是美國大選
後來最高是3萬
我就問人家
我到底誰都讓他
實地再現17萬
我非常驚訝這件事情
我說這個世界
已經瘋狂到如此程度
就一個人
就一個人讓你這個世界人
聯合絞殺
他是班農
他也沒有任何權力
他沒有任何一支槍
沒有任何政治勢力
你們竟然是聯合封殺的
你只有看到班農先生
在福克斯的interview
在Maria
那是真實的數據
每次都是最高的
你不覺得這個世界
很荒唐嗎
這種事情
戰友們一定要去
發露班農先生的概念
你翻譯一下小王先生
你沒有任何政府官方的官職
你沒有任何軍隊的官職
你不帶槍
你只是一個 populist 領導
在那裡告訴人們
這些想法
在世界上的真實發露
但整個世界
不只是中國共產黨
在美國和世界各地的
左翼民主黨
都會一起
在每個可能的方式
去影響班農先生
這就是為什麼
你去Maria的節目
Fox News
是最高級的節目
在福克斯新聞上
因為它展示了你的影響
但大家
不只是中共共產黨
在美國和歐洲
在左翼民主黨
都會一起
去影響班農先生
甚至有些人
在共產黨的方式
因為他們害怕你的影響
在最後
馬爾斯郭先生
叫大家
去追蹤你
因為這是他第一次
在社交媒體上見面
班農先生只發了四個帖
他的每個帖下面
都是幾千個
轉發和留言的
我們的Justin Euler先生
又是幾百個
幾百個
這個你們
大家都懂社交媒體
都懂這意味著什麼
就班農先生
幾乎有效率是100%
就真心觀眾
都是喜歡他的人
幾乎沒有反對了
99%以上
更重要的事情
班農先生這個5萬
你去想一想意味著什麼
他再過一段
一定是幾百萬
甚至幾千萬的
班農先生就直接
就像昨天我們
看的直播一樣
任何一個YouTube直播
LiveZone直播
你只要放在蓋特上
大家都可以在蓋特上看
班農先生
未來在任何一個
自己拿出來
就粘在上面就可以直播了
當然在GTV直播
什麼直播
班農先生就可能
五千萬人在線
一億人在線看他的
這個力量是什麼
我要告訴大家
當一億個人看的時候
他最起碼是
五千萬個家庭
億萬個家庭
這比一場戰爭都厲害
任何一場戰爭
說這個在地球
七十五億人口
說有五千萬個家庭
介入的時候
這是一場毀滅性的戰爭
這就叫社交媒體
比核武器
沒有一個核武器
可以直接送達五千萬人的
你把地球
那叫清淡
地球給它劈了
大家都完蛋了
只有這個班農先生
為什麼造成恐懼
你們懂了嗎
我想說啥你知道嗎
他的平民主義
就替窮人說話
就世界上
不管是共產黨
就任何的利益集團
招責力
不希望班農參加
班農他本人都不意識到
他本人絕對不知道
我跟他聊天聊態度
他真的不知道
我從認識班農
第一天到今天
說過最多的三句話
你不想
你是你自己要記住
你是絕對的天主教徒
你是有信仰的
你就上帝的使命
他以為我在忽悠他
這中國社會的緣分
第二句話
班農先生
我跟你交往
我啥都不在
我只在你會
你有這個智慧
你有這個學識
你有這個使命
乾淨寬大
第三件事情
我覺得他的平民主義
和他本人
所有的這個能力
他這種耐力
平土哥的精神
是我覺得
個人讓我喜歡的
我跟他一起來滅共
讓窮人佔權
因為草根
老百姓的觀念
這三條是我說最多的
因為他的平民主義
也就是咱說的
咱今天的爆料革命草根
這都是對所有的利益集團
造成的威脅
今天你這個往前三年比較
你知道為什麼全世界弄啥的
他自己真的不知道
班農先生
你不用他先生說他知道
他一定會糊弄你們
絕對不知道
你可以半夜了
我跟班農先生說
他一定會糊弄你們
絕對不知道
班農先生
你不用他先生說
他一定會糊弄你們
絕對不知道
班農先生
你不用他先生說
他一定會糊弄你們
絕對不知道
班農先生
你不用他先生說
他一定會糊弄你們
絕對不知道
班農先生
你不用他先生說
他一定會糊弄你們
絕對不知道
班農先生
你不用他先生說
他一定會糊弄你們
絕對不知道
班農先生
你不用他先生說
他一定會糊弄你們
絕對不知道
班農先生
這就是為什麼
不僅是CCP
而是特別利益群組
全球領導者
從世界各地
都會聯合起來
因為他們害怕你們
他們害怕民族
他們害怕小孩
小孩
老百姓
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
他們害怕小孩
小孩
他們害怕小孩
是在考慮小孩怎麼豁出
而不是大便
而且他很欣賞靈性
他想要思考大事
當然也非常欣賞
孩子的信心
戰爭
land
保護他們
乘坐 internacional
以及令小孩子
支持自己的生活
祝福大家
和保護自己自己的生活
很 consequ의就能盤作一切
sealed
祝福大家
支持自己的生活
祝福大家
支持自己的生活
並讓小孩子
支持自己的生活
在未來
在未來
當超會大學 discover
然後在很短的時間內
思考
在未來
在很短的時間內
悉 옛날
你能有
可能會有百萬人,甚至是一百萬人的追蹤者
你可以選擇Getter,GTV,做直播
可能有五十萬人,甚至是一百萬人都會看你
這就是他認為社交媒體比核武器更有力量
因為你從來沒有看過一百萬人在戰鬥中戰鬥
對,我認為這是我們在全球的基礎上的政治改革
沒有,沒有,沒有,我告訴你,不僅是革命,也就是復活
這是宗教的才華
對,對,對,對,對,對,對,對,對,對,對,對,對,對,對,對
宗教像是,你的權力是由神來的,而不是任何政府
但我認為這個原因這麼有力量
Getter將會是世界各地的民主和民主的平台
人們想要自己的國家
但他們明白他們想要這個小子,這個普通人
能夠說出這一句話,然後去做決定
我认为这对CCP来说是老百姓
中国的民众,民众是来自中国的
如果你看他们昨天说的那些谎话
他们说的那些谎话
