- 兄弟姐妹们 大家好 大家好
- This is 1984 Newspeak
- Yes, New Thought
- New Thought, New Thought
- 兄弟姐妹们 大家好
- 今天下午 今天7月4号下午
- 有我和小王子班农先生再次回到了GTV和大家直播
并且是唯一一个在前十里新的软件,
其他的所有的,其他九个所有软件都是已经推出来时间很长的一个软件。
然后他说,现在证明了我们整个盖特平台在市场上巨大的影响力,
和市场对我们强烈的需要,尤其是很多保守主义者,
他们在脸书这些平台把他们屏蔽了之后,
他们没有任何平台可去,所以他们必须也平常来到我们的盖特。
然后班农先生说,有非常多的人给他打电话,要求要投资盖特,
这其中包括家族基金,对冲基金,很多的这些基金,
之前都不理我们,现在都要打电话要投资盖特。
然后班农先生说,不好意思,都没有机会了。
然后班农先生说,最后就有三个事情,
第一个就是说,今天的盖特的上线成功证明了,
第一是整个盖特市场和用户对盖特巨大的需求,
第二个证明了CCP和科技巨头对我们的黑客证明了整个他们对我们的恐惧,
和对我们所宣扬的言论自由的恐惧,
第三个证明了盖特巨大的商业价值和未来的投资价值。
我主要是在这里作为一个互联网的提供者,
我特别想要说明盖特是一个很大的机会,
我特别兴奋,这队里面的Jason Miller和其他队伍都已经发布了。
让我们稍微退一步。
我被中国共产党迫害,我认为我是唯一的美国人被迫害。
四分钟,四分钟,在拜登总统,
在川普总统后四分钟,
在12月20日后四分钟,
在新的总统接任时,
麦克·蓬佩奥,马德·帕丹尔,
医生皮特·纳瓦尔,
和其他人一起,
被中国共产党迫害,
这意味着我没有任何与中国公司的关系,
我无法去中国的大陆,
这意味着我无法去香港,
这是我最喜欢的城市。
但是,我肯定是被迫害的。
但是,这是中国共产党,
这是一个传统的罪行。
我也是被迫害在Twitter上,
我被迫害在YouTube上,
我被迫害在Twitter上,
因为我批评了博士博士,
我批评了CCP病毒,
我批评了博士博士,
因为中国共产党迫害美国的缺乏追求,
还有因为我们在G-News和GTV上,
我们在Twitter上发布了,
习近平发布了,
亨特·拜登被迫害,
这就是为什么Twitter把我们迫害,
他们不想要美国人。
我被迫害在Twitter上,
因为他们不想被迫害,
因为他们不想被迫害,
我被迫害在YouTube上,
这怎么回事呢?
Rudy Giuliani上台,
他在说什么呢?
他们今天在亚利桑那里找到什么?
他说,亚利桑那里被迫害,
你们要找出这些谎言,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
那些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
这些谎言将在两个星期内被证明,
人们都是成年人,
这是一个市场,
我喜欢这个标语,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
这是一个市场,
OPolve did not last but generally kicked off
on 1 July for the symmetry
with the CCPsι100th anniversary
but as anAmerican to open on July 4th
our independence day
this is like a second
independence day
for the American Lmbg
班农先生说 他在盖特上
你刚刚白衣著说
班农先生说 他在盖特上
主要是作为一个content provider
一个有影响力的这么一个人物
然后他说他非常非常高兴
非常激动能够来到这个GET的平台上
拜登先生说在这个1月20号
1月20号中午12点后
法定的拜登总统成为总统的四分钟之后
他 皮特纳尔罗先生
还有蓬佩奥先生
还有那个Pottinger先生
全部都被共产党那个这个制裁了
这也就是说他不能再踏入中国的这个国土一步
但他他最最担受的是
因为他不能再进入香港了
因为香港是拜登先生最爱的城市
然后他说
但是他非常荣幸能够被中国共产党给制裁
因为他认为这是一个巨大的荣耀
然后他说
他他他在推特上被永久的
这个这个被被永久的被推特踢出了
原因是什么呢
是因为他这个批评了福奇
还有这个FBI的这个局长雷
他在整个在中共病毒上
和对中共对美国的蓝金黄的计划上的不作为
所以因为因此他在推特上被被被这个永久永久踢出了
同时呢
他在这个YouTube油管上被永久推出了
永久踢出了
因为他这个揭露了这个在亚利亚
亚利桑那州
还有乔治亚州的整个这个选举的被操控的这个事情
和朱利亚尼先生一起
他们两个都在这些这个社交媒体上被永久的踢除了
所以说他他看到这些所有的这些科技巨头跟共产党在一起
把他们踢出之后
班农战斗史反而今天的这个规模是当时他被踢出这些平台规模的三倍之大
为什么呢
因为他说全世界所有的爱好自由爱好和平爱好言论自由的人都认识到了现在整个科技巨头
他们在言论言论管控方面的整个垄断
所以说这个盖特的这个平台是非常重要的
因为人们意识到这一点之后
他们都会来到盖特的这个平台之上
然后班农先生最后说说今天呢
是这个7月4号是美国的独立日
他认为今天不仅是美国独立日
由于盖特的发布呢
他更是美国老百姓的第二个独立日
因为今天证明了美国老百姓能够从科技巨头的这个这个这个言论管控中独立出来自由出来
我认为这个是一个很好的点子
就是我还想说一下Fox News的分析
当Fox News发布的时候
现在Fox News的价值是
我不知道
大概是35到40亿美元
50亿美元
这些价值都会改变
大概是亿万亿美元
当Fox News开始在90年代的时候
Roger Ailes去到Murdoch
在90年代
Cleaned in the blue jeans
对对对
这个事件
但是他去到Murdoch的时候
我认为这个是一个很简单的提议
CNN和MSNBC
和所有的新闻
没有任何人
有一个新闻频道
为了共产党
很简单
没有人想过这个
这就是为什么Fox News今天
在25到30年代
被电子新闻数量上升
从零到40到50亿美元
对吧
所以
购买资料是很简单的
在世界的一半
尤其是在欧洲
美国
巴西
加拿大
日本
澳大利亚
甚至说任何人
如果你只要
这只是一半
基本上
这只是一半
在世界第一
如果我们把货币
放在最高的地方
如果我们把货币
放在最高的地方
如果我们把货币
放在最高的地方
80%是在
发展国家
80%是在
80%是在
世界上的七成
是在世界上的七成
但
在北京的
市场
有七百五十万人
可能是
不喜欢
Facebook
Google
Twitter
这些
不喜欢
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
这些
班农先生说 你看今天的福克斯新闻
它的估值大概在400到500亿美金
但是在90年代的时候
当福克斯新闻刚刚发家的时候
它的价值是零
但福克斯新闻为什么能发展到今天的福克斯新闻呢
是因为它当时90年代发家的时候
没有人为保守主义者
没有人为那些不能发声的人做一个平台
那么福克斯新闻就打造了这个平台
所以说现在福克斯新闻在有线有线新闻里面
这个排名都是遥遥领先的
那么班农先生说
你看盖特他的平台是非常大的
因为至少有世界上有一半的这些人
他们在今天是左派媒体
横行的今天这个世界
他们没有一个自己的平台
他们不可以自由的发声
那么这些人
班农先生说
在第一世界里
百分之八十的这个世界的GDP
都在这个已经发展的国家
发展中国家
不是发展国家里面
第一世界里面
大概这些人
大概班农先生估计一下
至少是7.5亿到10亿的人
就是这么一个市场
然后他说
现在就是说你要建立好一个
非常好的市场媒体
你需要强大的科技团队
编程团队
工程师团队
还有一个就是你需要非常多的资本
他说现在你去看一下
很多其他的这些
保守派主义者
右派主义者
他们所做的这些媒体平台
他们的第一资本不够
第二他们的科技
他们的技术非常落后
他说但是你看
盖特为什么这么厉害呢
因为很多人都今天跟我说
他盖特至少
比推特要强20%
无论是说他是
这个发文章能够发777字
还是说他发视频能够发10分钟
还是说他整个的流畅度
和他设计的这个现代度
都要强于推特
所以说这也是为什么
这么多人现在都要投资盖特
都要强着来加入盖特
就是因为盖特他不仅在资本
在科技上他
皮美甚至
领先于推特
他在资本上
更加是有超过推特
很多的投资者
大家都非常有兴趣
来投资盖特
他说未来他认为
盖特的市场是非常之大的
而盖特最大的市场之一
就是中国
所以他说也是为什么
中国共产党这么害怕
盖特这个平台
他说文贵先生
两年前说
告诉他一个事情
他说文贵先生两年前说
说社交媒体的力量
远远大于核武器
因为没有人会天天去用核武器
而社交媒体
每天都被有人使用
Miles告诉我
不不不
中国新年的节日被取消了
有个新的病毒
有个SARS病毒
出现了
但是我们在战术室
做的内容
令这个节目很大
说到病毒
从第一天开始
说到选举犯
从第一天开始
说到西边的攻击
从第一天开始
还有说到
核酸氢氮
氧氮
在世界上
得到最好的科学家
全部都被禁止了
这是禁止的言论
在我们之前说的
像是奥威利安
这是一个坏想法
在美国
在4月4日
在我们的父亲家庭庆祝
美国有很多企业
把钱给美国人
把钱给美国人
他们绝对禁止你
Getter的力量
就是
所有这些想法
现在可以在公开讨论中
讨论
发布新闻
发布讨论
没有人能阻止你
第一
第二
让我们回到福克斯模特
当福克斯在1990年代
发布新闻的市场
非常小
CNN的观众非常小
MSNBC并没有被创造
非常小
福克斯欢迎
发布新闻的市场
爆炸了
为什么
人们突然说
我明白他们在说什么
我同意
越来越多人观看
这就是为什么福克斯变得这么大
人们从未发布新闻
开始观看福克斯
Getter会变成一样
现在人们被惊讶
Twitter并不大
Twitter只有30万个活动用户
为什么
它们太狡猾
太贫困
人们知道
他们知道
他们知道什么
他们在CCP
CCP病毒
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
在选举
这是我的故事
记住
另外一件事
所有的商业媒体和技术媒体
在美国所有的
中国人
都被封锁了
好吗
技术媒体人员
会付费
他们会做宣传
所有的技术媒体
都会被封锁
所有的商业媒体
都会被封锁
他们会被骗
每两秒都会被骗
这都会发生
为什么
因为现在
我们少有一枪
在这个乌鸦座
但从内部看
记得,他们把特朗普关了
最强的位置在地上是美国总统
而我们在特朗普身上最强的一位是特朗普
他们把他关掉了,他就安静了
这场比赛结束了
现在,你们不可能听到Getter有什么好听的
除了在Getter和战争室之外
他们会说,不,是犯罪者,坏人,搭讪,坏事
但这代表他们害怕
这就是为什么这场比赛的商业模式是完全不同的
因为Getter的观众会很惊讶
因为他们会说,我从来没有用过它
但我看到这些东西,我想要参与
Getter的团队正在向人们说
来吧,试试看,上船
你能拿到新的服务,你能拿到所有东西
这将会成为一场比赛
这将会成为一场比赛
这将不会成为Silicon Valley的技术领域
这就是Getter的力量
班农先生说他是做媒体的
然后他在战斗室做得这么成功
他之前做媒体这么成功,为什么?
包括他讲的这个关于病毒啊
关于枪力魁啊,所有的这些事情
为什么他这个媒体做得这么成功?
是因为他说的这些事情
是真正老百姓大家关注的事情
是事实,是最接地气的事情
是能让最多人,大家真正接受的这些事实
然后他说为什么现在这些科技寡头
他们这么害怕Getter呢?
是因为他们意识到了
Getter一旦发展起来
它的未来,它的前景是不可估量的
它会在很短的时间内会超越推特
甚至干掉推特
他说大家没有意识到
推特其实它并不是那么大的一个公司
推特它只有大概3000万的活跃的用户
那么Getter未来潜在的用户是
至少十几亿,甚至更多的
几十亿的潜在的用户
因为大家在Getter的平台上
能够真正的言论自由的去发表你所说的言论
可能在Getter上大家说的言论
你和我,或者他和他之间
可能大家都不互相同意
但是Getter这个平台
它永远不会因为
我和你政治观点而不同
而我就把你从我的这个平台上踢出去
像跟推特不一样
推特和这些所有的科技寡头
他们所创作的平台都是非常傲慢的
你只要你的政治思想
你和他们完全不统
不是完全统一的话
他们就立刻就把你踢出去了
所以说他对我们非常害怕
然后班农先生提到说
在未来你们会看到
就是CNN,推特所有的这些媒体
他们都会在不断的攻击Getter
他们会说
Getter这个平台好像充满了色情
充满了暴力
充满了种族主义
为什么他们会这么说呢
是因为他们真正恐惧我们
他们害怕我们
他们才会这么说的
马来西亚说你这个口罩摘下来
我们不介意
太难受了
没事
嘴盖起泡了一会
如果你自己不害怕的话
你就可以摘下来
你怕我们俩
你不要担心我们俩
你可以摘下来
太难受了
这太疯狂了
太尴尬了
太疯狂了
我要先来打电话
叫小王子要休息一下
我想问他一个问题
你们在这回答
现在班农先生
是他过去这么年来
唯一的社交媒体
有自己的账号了
唯一的
他没有过推特账号
史蒂芬·卡曼诺
从来没有推特账号
从来没有
从来没有个人账号
和YouTube账号
从来没有Facebook账号
从来没有
这是第一次
使用史蒂芬·卡曼诺的个人账号
昨天他加入了
可能是今天
他有了账号
是史蒂芬·卡曼诺的个人账号
所有人都告诉我多少人
你们知道多少人吗
我真的很喜欢小粉丝
他不是小粉丝
是小粉丝
我喜欢小粉丝
这很棒
所以
班农先生
47万
马尔斯郭13万
你是你的小兄弟
这是为什么
我想让你们知道
这是兄弟
这是
我们不是在谈论你和我
好吗
我们在谈论什么
以前
史蒂芬·卡曼诺的个人账号
你看看
三年前
Twitter告诉我
他们收集了你的资料
你永远不相信我100%
他们
在CCP里面告诉我
史蒂芬·卡曼诺
甚至
你知不知道
访问
传播
因为他们收集了你的资料
是
全球
你的数字
是
他们不仅在美国
全球
在意大利
我告诉你
他们是
这是一个很大的点
下个星期
这太疯狂了
是100万
为什么是300万
我问了北京
他们说
每个地区
甚至史蒂芬·卡曼诺
都收集了你的资料
这是Getter的另一个能力
就是你无法收集暗影
任何方法
他们都尝试去压制
即使他们不把你扔掉
他们都做尽全力去压制
特别是对CCP
和对大陆的大陆人
兄弟姐问问
你们明白
我刚才说班农
I am a不够
I speak a moderate
Sorry
I am English
No
No
我要给大家讲的是
班农近两天
加入了我们的代表
班农从来没有Twitter
有什么账号
就是将近5万
我才1万3
班农先生两三年前
我告诉他
我说你所有在全球的演讲
你的所有的数据
都会被传染
他就半信半疑
因为我估计
我不知道什么感觉
为什么他有这意大利演讲
我看著就是40几万
等我再回来
迅速间就成了10几万
我觉得不正常
我马上问咱们三部队哥们
我说班农为什么
他讲完以后
就算少了30万的时候
只要他讲发声的平台
包括电视台
一定给他盖他的书籍
为什么
不仅是中国共产党都这样
连美国的这些极左的
还有所有的这些极左派
都要盖掉他
我这就在那儿
拿著闷的
我有这么疯狂吗
后来我发现
他这个战斗是直播
当他是6000多人
6000多人看的时候呢
我说正常
然后就变成1万的时候
就是美国大选
后来最高是3万
我就问人家
我到底谁都让他
实地再现17万
我非常惊讶这件事情
我说这个世界
已经疯狂到如此程度
就一个人
就一个人让你这个世界人
联合绞杀
他是班农
他也没有任何权力
他没有任何一支枪
没有任何政治势力
你们竟然是联合封杀的
你只有看到班农先生
在福克斯的interview
在Maria
那是真实的数据
每次都是最高的
你不觉得这个世界
很荒唐吗
这种事情
战友们一定要去
发露班农先生的概念
你翻译一下小王先生
你没有任何政府官方的官职
你没有任何军队的官职
你不带枪
你只是一个 populist 领导
在那里告诉人们
这些想法
在世界上的真实发露
但整个世界
不只是中国共产党
在美国和世界各地的
左翼民主党
都会一起
在每个可能的方式
去影响班农先生
这就是为什么
你去Maria的节目
Fox News
是最高级的节目
在福克斯新闻上
因为它展示了你的影响
但大家
不只是中共共产党
在美国和欧洲
在左翼民主党
都会一起
去影响班农先生
甚至有些人
在共产党的方式
因为他们害怕你的影响
在最后
马尔斯郭先生
叫大家
去追踪你
因为这是他第一次
在社交媒体上见面
班农先生只发了四个帖
他的每个帖下面
都是几千个
转发和留言的
我们的Justin Euler先生
又是几百个
几百个
这个你们
大家都懂社交媒体
都懂这意味著什么
就班农先生
几乎有效率是100%
就真心观众
都是喜欢他的人
几乎没有反对了
99%以上
更重要的事情
班农先生这个5万
你去想一想意味著什么
他再过一段
一定是几百万
甚至几千万的
班农先生就直接
就像昨天我们
看的直播一样
任何一个YouTube直播
LiveZone直播
你只要放在盖特上
大家都可以在盖特上看
班农先生
未来在任何一个
自己拿出来
就粘在上面就可以直播了
当然在GTV直播
什么直播
班农先生就可能
五千万人在线
一亿人在线看他的
这个力量是什么
我要告诉大家
当一亿个人看的时候
他最起码是
五千万个家庭
亿万个家庭
这比一场战争都厉害
任何一场战争
说这个在地球
七十五亿人口
说有五千万个家庭
介入的时候
这是一场毁灭性的战争
这就叫社交媒体
比核武器
没有一个核武器
可以直接送达五千万人的
你把地球
那叫清淡
地球给它劈了
大家都完蛋了
只有这个班农先生
为什么造成恐惧
你们懂了吗
我想说啥你知道吗
他的平民主义
就替穷人说话
就世界上
不管是共产党
就任何的利益集团
招责力
不希望班农参加
班农他本人都不意识到
他本人绝对不知道
我跟他聊天聊态度
他真的不知道
我从认识班农
第一天到今天
说过最多的三句话
你不想
你是你自己要记住
你是绝对的天主教徒
你是有信仰的
你就上帝的使命
他以为我在忽悠他
这中国社会的缘分
第二句话
班农先生
我跟你交往
我啥都不在
我只在你会
你有这个智慧
你有这个学识
你有这个使命
干净宽大
第三件事情
我觉得他的平民主义
和他本人
所有的这个能力
他这种耐力
平土哥的精神
是我觉得
个人让我喜欢的
我跟他一起来灭共
让穷人占权
因为草根
老百姓的观念
这三条是我说最多的
因为他的平民主义
也就是咱说的
咱今天的爆料革命草根
这都是对所有的利益集团
造成的威胁
今天你这个往前三年比较
你知道为什么全世界弄啥的
他自己真的不知道
班农先生
你不用他先生说他知道
他一定会糊弄你们
绝对不知道
你可以半夜了
我跟班农先生说
他一定会糊弄你们
绝对不知道
班农先生
你不用他先生说
他一定会糊弄你们
绝对不知道
班农先生
你不用他先生说
他一定会糊弄你们
绝对不知道
班农先生
你不用他先生说
他一定会糊弄你们
绝对不知道
班农先生
你不用他先生说
他一定会糊弄你们
绝对不知道
班农先生
你不用他先生说
他一定会糊弄你们
绝对不知道
班农先生
你不用他先生说
他一定会糊弄你们
绝对不知道
班农先生
这就是为什么
不仅是CCP
而是特别利益群组
全球领导者
从世界各地
都会联合起来
因为他们害怕你们
他们害怕民族
他们害怕小孩
小孩
老百姓
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
他们害怕小孩
小孩
他们害怕小孩
是在考虑小孩怎么豁出
而不是大便
而且他很欣赏灵性
他想要思考大事
当然也非常欣赏
孩子的信心
战争
land
保护他们
乘坐 internacional
以及令小孩子
支持自己的生活
祝福大家
和保护自己自己的生活
很 consequ의就能盘作一切
sealed
祝福大家
支持自己的生活
祝福大家
支持自己的生活
并让小孩子
支持自己的生活
在未来
在未来
当超会大学 discover
然后在很短的时间内
思考
在未来
在很短的时间内
悉 옛날
你能有
可能会有百万人,甚至是一百万人的追踪者
你可以选择Getter,GTV,做直播
可能有五十万人,甚至是一百万人都会看你
这就是他认为社交媒体比核武器更有力量
因为你从来没有看过一百万人在战斗中战斗
对,我认为这是我们在全球的基础上的政治改革
没有,没有,没有,我告诉你,不仅是革命,也就是复活
这是宗教的才华
对,对,对,对,对,对,对,对,对,对,对,对,对,对,对,对
宗教像是,你的权力是由神来的,而不是任何政府
但我认为这个原因这么有力量
Getter将会是世界各地的民主和民主的平台
人们想要自己的国家
但他们明白他们想要这个小子,这个普通人
能够说出这一句话,然后去做决定
我认为这对CCP来说是老百姓
中国的民众,民众是来自中国的
如果你看他们昨天说的那些谎话
他们说的那些谎话
就像是CCP是在1949年给小男孩送来的
那是一个谎话
我认为这是一个谎话
我认为这是一个谎话
我认为这是一个谎话
我们都是朋友,我们是兄弟姐妹
班农先生离开白宫
曾经到香港
完全没有遇到他的好哥们
叫江Soulton
高盛的前世一后
我也认识
我认识很多年
跟他铁哥们
也曾经劝他把我前三个住
在清华有个叫桑吞斯学院
就这哥们的
贾庆林的孩子在家长大
